33,1.247748,7.000000,4.000000,2.686195
24,1.272582,8.000000,3.000000,2.949471
8,1.069595,9.000000,2.000000,4.132013
18,0.474593,2.000000,1.000000,9.177581
32,1.745507,7.000000,1.000000,8.562104
24,0.917413,10.000000,4.000000,2.925277
